reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
535a83e5-e9ba-4e2a-a250-5dbb426891ca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek banget udah login gak bisa lagi,1,0,,2026-06-20 00:26:58,"Coba pastikan aplikasi Discord dan sistem operasi di perangkat kamu sudah versi terbaru. Jika masih tidak bisa login, coba hapus cache, reinstall aplikasi, dan cek koneksi internet. Untuk bantuan lebih lanjut, kunjungi dis.gd/contact.",2026-06-20 00:57:28,
1adf180f-9e6e-4d4c-a40f-0e422eab97aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"maaf kenapa sekarang verikasi akun beda, kenapa di persulit banyak link klik,nggo ada ujungnya tolong diperbarui kembali seperti semula,aku udah pada discord sudah lama baru kaliau joint susah verikasi",5,0,333.12 - Stable,2026-06-20 00:22:51,,,333.12 - Stable
9fc78480-c5c2-409a-a616-d4e8ee1c6c28,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya bagus tapi saat mau bikin akun eh malah nggak bisa jadi diperbaikin ya,2,0,333.12 - Stable,2026-06-19 23:20:43,"Coba restart perangkat, pastikan aplikasi Discord diunduh dari Play Store, dan update OS ke versi terbaru. Jika masih tidak bisa daftar, cek apakah email sudah pernah dipakai. Info lebih lanjut: dis.gd/contact",2026-06-19 23:49:31,333.12 - Stable
79b09d45-8a6f-4717-a425-5fc4a3b7cdae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pls, add Switch Account for discord mobile. thank you",4,0,,2026-06-19 22:52:31,,,
bcd71c34-47d6-4ae6-9e56-50ece972ab14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,333.12 - Stable,2026-06-19 22:33:48,,,333.12 - Stable
b1e4180c-05f9-4a81-8e5d-6856d54c372b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak tau kenapa pas udah di update malah fore close mulu,1,0,333.12 - Stable,2026-06-19 19:16:05,"Thanks for your feedback! If you have any suggestions or need help, please reach out at dis.gd/contact. We're always working to improve your experience on Discord.",2026-06-17 20:03:34,333.12 - Stable
1fc35c1f-ff2a-4fa0-9034-b6bab1732a20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best lah ni aplikasi kalo buat ngobrol,5,0,332.12 - Stable,2026-06-19 17:19:17,,,332.12 - Stable
7e1159da-5b33-4f23-88d4-2bc693d957fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bnyk bug,1,0,333.12 - Stable,2026-06-19 16:36:04,"If you're experiencing a bug, please report it at dis.gd/bugreport with details about your device and app version. For troubleshooting, try restarting your device, updating Discord, or reinstalling the app. Let us know if you need more help!",2026-06-19 17:03:29,333.12 - Stable
1f45372f-4ef7-4d05-a0f8-202036abcd21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,masa mau telpon harus screen record,1,0,333.12 - Stable,2026-06-19 15:58:45,"Kami belum menemukan info terkait keharusan screen record saat menelpon di Discord. Pastikan aplikasi dan sistem operasi sudah versi terbaru. Jika masalah berlanjut, silakan hubungi kami di dis.gd/contact untuk bantuan lebih lanjut.",2026-06-19 16:27:30,333.12 - Stable
0416e547-f29b-4269-a509-700c33bdcf3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,makes it easier to communicate with friends when playing games,5,0,333.12 - Stable,2026-06-19 15:53:37,,,333.12 - Stable
6ba7081c-3b18-4521-aca0-b4f69badb97b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bgt,5,0,332.12 - Stable,2026-06-19 15:41:38,,,332.12 - Stable
977484a8-3b82-4570-8d61-18986544eabb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selalu bug padahal koneksi jaringan aman dan stabil,1,0,333.12 - Stable,2026-06-19 14:51:35,,,333.12 - Stable
73eae2df-f365-4e8a-b431-4777ba9b5ffb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,L dc gw ga bisa pake gift nitro,1,0,333.12 - Stable,2026-06-19 14:19:51,"Untuk redeem Nitro gift di Android, pastikan kode gift belum pernah diklaim dan masuk ke User Settings - Gift Inventory. Jika sudah punya langganan aktif, gift akan jadi Account Credit dan hanya bisa digunakan di desktop/browser. Info: dis.gd/billing",2026-06-19 14:49:33,333.12 - Stable
0200a5b9-030f-4cd4-b3e7-63e0c3ce8d9c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hell yeah,5,0,333.12 - Stable,2026-06-19 14:08:29,,,333.12 - Stable
d2712ac8-6577-4567-8b3a-da90c5eec604,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,L apk masa akun gw gak bisa di gift nitro,1,0,,2026-06-19 14:04:11,"Terima kasih atas ulasannya. Untuk bantuan lebih lanjut terkait Nitro, silakan kunjungi dis.gd/contact agar tim kami dapat membantu secara langsung. Kami ingin memastikan pengalaman terbaik di Discord.",2026-06-19 14:35:33,
8c6e5b43-be4e-4fb9-a123-b3035ac66256,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sharescreen vidio yang di share tidak ada suara, padahal android udh v14 dan jaringan bagus",2,1,333.12 - Stable,2026-06-19 12:38:47,"Audio screenshare issues on Android are a known bug. Try uninstalling updates for Android System WebView in Settings - Apps - Android System WebView - three dots - Uninstall updates. If new issues appear, reinstall updates. More info: dis.gd/mobile-voice-help",2026-06-19 13:07:31,333.12 - Stable
7936b72d-bf66-4eb1-8dd2-567f237d33df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Discord, adalah Aplikasi yang bagus, kalian mesti coba karena Aplikasi Discord sangat bagus",5,0,,2026-06-19 11:57:46,,,
ef6f98d0-125a-4e9a-b5ed-32ced13c89a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,4,0,,2026-06-19 11:34:50,,,
669f6e4a-3d54-4296-af09-094af552f920,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,padahal email sama password nya udah bener tapi gak bisa bisa,1,0,333.12 - Stable,2026-06-19 11:26:09,"Pastikan email dan password sudah benar, coba reset password di halaman login. Jika masih tidak bisa, cek apakah email terdaftar di Discord. Jika perlu bantuan lebih lanjut, kunjungi dis.gd/contact untuk dukungan akun.",2026-06-19 11:53:27,333.12 - Stable
e7190d34-a56e-4f5b-a418-717bae888e38,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good!,5,0,333.12 - Stable,2026-06-19 11:21:47,,,333.12 - Stable
b6730f04-4a1f-4804-803f-7bb80d4efa3a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ya bagus kurang aja,4,0,333.12 - Stable,2026-06-19 10:59:31,,,333.12 - Stable
9aebff68-2aa9-46ac-8288-921b0ec4104b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,discord ini emang berguna tapi susah cara mau login juga,4,0,333.12 - Stable,2026-06-19 10:42:45,,,333.12 - Stable
42b985e3-2ebc-438f-ab7d-7a904b76356f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makasih untuk Aplikasi ngobrol, game, dan musik 💯",5,0,333.12 - Stable,2026-06-19 10:18:29,,,333.12 - Stable
30db3f6f-0d67-48d2-b2c5-58fbe3b6dc16,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus untuk mencari teman,5,0,333.12 - Stable,2026-06-19 06:52:19,,,333.12 - Stable
b7cd2a65-684a-4147-9507-5a0a7f8fcefb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mengapa saat saya pencet apk, malah layar hitam dan keluar dari apk?",1,0,,2026-06-19 06:27:44,"Coba restart perangkat, update aplikasi dan OS, serta hapus dan pasang ulang Discord. Pastikan memori cukup. Jika masih bermasalah, kunjungi dis.gd/mobile-voice-help untuk panduan lebih lanjut.",2026-06-19 06:57:32,
cb97e8fa-77b6-44a6-8ab5-3cfe7703267f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keluar sendiri padahal gak ngapa ngapain apalagi pas share screen suaranya lgsng gk ada nah kalo lgi join di dc pas keluar dru dc suaranya gak ada,2,0,333.12 - Stable,2026-06-19 05:55:49,"Untuk masalah keluar sendiri dan suara hilang saat share screen di Android, coba restart perangkat, update aplikasi Discord dan Android System WebView. Jika suara tetap hilang, uninstall update WebView di Settings - Apps. Info lengkap: dis.gd/mobile-voice-help",2026-06-16 02:59:24,333.12 - Stable
9da8a991-d583-4e16-87fe-5261fafb5da8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayan,4,0,,2026-06-19 05:41:31,,,
0c652bb5-30f5-4fa9-a52a-fae8724fcfff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i like it,5,0,333.12 - Stable,2026-06-19 04:09:55,,,333.12 - Stable
fac0b80e-ea01-460f-8acd-4b80bf53e1cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak bisa login padahal udah kasih password sama nama semuanya udh pas,1,0,,2026-06-19 03:50:55,"Coba pastikan email dan password benar, lalu gunakan fitur ""Lupa Password"" di halaman login jika masih tidak bisa masuk. Jika tetap gagal, kunjungi dis.gd/contact untuk bantuan lebih lanjut. Pastikan aplikasi dan OS sudah versi terbaru.",2026-06-19 04:19:31,
eab30811-8029-4706-a4ac-a9d7fca1e0c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,MAKASI DISCORD!😛,5,0,,2026-06-19 03:32:46,,,
39559063-e8c4-4490-90a2-92be685f4676,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👌👌👌,5,0,331.14 - Stable,2026-06-19 03:16:21,,,331.14 - Stable
29cb6a96-ef61-4495-a1e7-2b8c96f9409a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good,5,0,333.12 - Stable,2026-06-19 02:33:54,,,333.12 - Stable
28dd6586-145a-48f8-bf28-9ab58b7775e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruu,5,0,333.12 - Stable,2026-06-19 02:22:20,,,333.12 - Stable
8e6b95a6-3723-4bf9-82a8-c668fec671af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"BAGUS BANGETT, tapi kadang pas lagi call tiba tiba ga ada suaranya padahal masih di call, harus masuk aplikasinya lagi deh buat join ulang. tapi kayaknya cuma device aku ajaa, APLIKASINYA BAGUS BANGETTT(⁠≧⁠▽⁠≦⁠)",5,0,333.12 - Stable,2026-06-19 02:13:46,,,333.12 - Stable
5e0e53e2-fb5a-4e4f-8294-a0911e3df12b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,333.12 - Stable,2026-06-19 01:36:19,,,333.12 - Stable
56633dd5-25b2-43f7-915e-daa3cd3d2da6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,4,0,333.12 - Stable,2026-06-19 01:04:10,,,333.12 - Stable
0996f857-fb14-4945-a7de-506a19fee31f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,boleh la,5,0,330.13 - Stable,2026-06-19 00:21:20,,,330.13 - Stable
e7b2b659-4571-4b9d-8bb8-ebeb3a5f7352,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kirim pesan failed mulu jir buat kesal,1,0,,2026-06-18 23:49:18,"Coba restart perangkat, update aplikasi, dan cek koneksi internet. Pastikan tidak ada filter konten atau DM yang dibatasi. Jika masih gagal, hubungi kami di dis.gd/contact untuk bantuan lebih lanjut.",2026-06-19 00:19:32,
ebad8250-5f6f-401e-bdff-11e1027dbebe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lots of distractions bruh..🥀,1,0,331.14 - Stable,2026-06-18 23:27:01,"Thanks for sharing your feedback! If you have suggestions to improve your experience or want to report specific issues, please let us know at dis.gd/contact. We're always working to make Discord better for everyone.",2026-06-18 23:53:28,331.14 - Stable
88ea820b-cbdc-410b-88da-43abc448e29d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,peak,5,0,332.12 - Stable,2026-06-18 22:46:03,,,332.12 - Stable
b6f5c296-23ac-4ad3-b673-f7942b59ff64,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2026-06-18 22:23:55,,,
e1c2252e-dd84-4b70-b51a-09bfaa8d439f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke baik,5,0,333.12 - Stable,2026-06-18 20:29:46,,,333.12 - Stable
5e6f8e87-1845-44de-aac2-c686bddb6913,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knp pas pencet human malah crash tolong di perbaiki ya untuk apk ini,2,0,329.13 - Stable,2026-06-18 18:09:39,"Terima kasih atas laporannya! Coba update aplikasi dan sistem, lalu restart perangkat. Jika masih crash, reinstall Discord. Jika masalah berlanjut, kirim detail ke dis.gd/contact agar tim kami bisa bantu lebih lanjut.",2026-06-18 18:41:33,329.13 - Stable
1ea72c24-bb29-42dd-bc66-491c1920f9d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bro bisa dapet temen,5,0,332.12 - Stable,2026-06-18 17:55:22,,,332.12 - Stable
3619cc1c-adf0-4c1c-bc61-2e142ab25f4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren script,5,0,333.12 - Stable,2026-06-18 17:25:57,,,333.12 - Stable
babfc76e-d97e-4002-a83f-2689113fef5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss banget,5,0,332.12 - Stable,2026-06-18 17:25:13,,,332.12 - Stable
a7124b22-cf31-4a86-8f68-3595980d4907,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,many bug,1,0,,2026-06-18 14:54:28,"Thanks for your feedback. Please try updating the app, restarting your device, and reinstalling Discord. If issues persist, reach out at dis.gd/contact for personalized help. We're always working to improve your experience!",2026-06-18 15:23:30,
c7257d91-b9e6-47ca-bf1c-852f92e35e3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bangke lah, login ulang malah gak bisa padahal password sama usn udah bener",1,0,333.12 - Stable,2026-06-18 14:46:28,,,333.12 - Stable
eb99d4ab-621b-40e1-9414-68c7ce04941c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku bisa join pak GM,5,0,,2026-06-18 14:42:16,,,
58681ef4-6ca6-4dd6-b4cd-1f2f0f795811,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,333.12 - Stable,2026-06-18 14:34:08,,,333.12 - Stable
7bcba097-4c0a-4084-8baa-4f8aee8ac780,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sumpah error mulu di android,sharescreen error melulu udah di otak atik gimanapun juga entah vid nya error atau gaadaan suaranya",1,0,333.12 - Stable,2026-06-18 14:32:46,"Coba uninstall update Android System WebView, update aplikasi & OS, cek izin mikrofon/kamera. Jika masih error, kunjungi dis.gd/mobile-voice-help untuk panduan lebih lanjut.",2026-06-18 15:03:33,333.12 - Stable
